Product Name,Category,Units Sold,Price,Revenue,Discount,Units Returned,Location,Platform
14,7,-0.5809162075403458,-0.19731568456410015,-0.2980644850491969,-1.3150342267553794,0.3723347937402713,0,1
13,9,-0.9036351651348303,0.5444065413785074,0.311243281102715,-1.1757265220845987,-1.2170670911256969,1,0
6,5,0.8713191016348344,-1.5405866103689938,-1.4360000513419493,1.749735276001793,-1.2170670911256969,0,0
11,9,-0.8229554257362092,-1.3179995036283823,-1.3578654249042468,-0.6184957034014765,-1.2170670911256969,0,1
12,6,0.54860014404035,0.048516278260182844,0.15610529025991846,1.749735276001793,1.1670357361732553,0,2
1,0,0.3065609258444866,0.45142711704382155,0.5093829138059947,0.07804281995242628,-0.4223661486927127,1,1
4,6,-1.307033862127936,-0.16139181607115324,-0.39818117493504523,-1.0364188174138182,-0.4223661486927127,1,1
15,4,-0.2581972499458613,0.8381369955267197,0.7459900171584158,0.9138890479771096,-1.2170670911256969,0,0
3,7,-0.2581972499458613,-1.6779425781361434,-1.6492018906245562,-0.8971111127430378,0.3723347937402713,2,0
9,4,-1.307033862127936,-0.98764079140893,-1.1151732265861012,-1.732957340767721,-1.2170670911256969,0,0
0,2,2.484913889607257,-1.3588540991693805,-1.1052062606939663,0.21735052462320698,-0.4223661486927127,2,0
10,8,1.1133583198306978,-0.02614901703888325,0.1900659589404423,-1.1757265220845987,-0.4223661486927127,2,1
2,9,0.7099596228375922,-0.42201596003959113,-0.29602547646622956,-0.3398802940599154,-0.4223661486927127,1,2
7,1,-0.5809162075403458,-0.204359580347031,-0.30458748789851187,-0.8971111127430378,1.1670357361732553,1,1
8,4,-0.09683777114861906,0.5768084619799889,0.5364191640772457,1.3318121619894512,0.3723347937402713,0,2
5,3,0.3065609258444866,0.0802138092833714,0.1391774136348784,-1.1757265220845987,0.3723347937402713,2,0
14,7,-0.01615803174999794,-1.5990509453673192,-1.5575696659832714,-1.4543419314261599,0.3723347937402713,1,0
13,9,-1.7911122985196628,-1.7025962133764012,-1.764627110274251,1.6104275713310123,0.3723347937402713,2,0
6,5,-0.41955672874310357,-0.5135866052176908,-0.565867963566978,0.9138890479771096,0.3723347937402713,2,1
11,9,-1.0649946439320725,-1.3990043051320857,-1.4517236812871162,0.6352736386355486,0.3723347937402713,2,0
12,6,-0.7422756863375881,-1.456059860973825,-1.4765977613831398,1.6104275713310123,-0.4223661486927127,0,2
1,0,0.7906393622362133,-0.40017988311250563,-0.26026756084680336,-1.0364188174138182,-1.2170670911256969,0,0
4,6,0.3065609258444866,0.5225704644514225,0.5803331140285426,0.07804281995242628,-1.2170670911256969,1,1
15,4,0.3065609258444866,0.888853045163821,0.9456212735901754,1.0531967526478903,0.3723347937402713,2,0
3,7,-1.307033862127936,1.5228036656275885,1.0633090173050872,-0.8971111127430378,-0.4223661486927127,0,2
9,4,-0.1775175105472402,0.41339007981599557,0.3601931717153007,1.6104275713310123,-0.4223661486927127,1,0
0,2,-1.387713601526557,1.3784038020775082,0.913211528664034,0.49596593396476796,-0.4223661486927127,1,1
10,8,-0.7422756863375881,-0.12335477884332725,-0.25970649137095336,1.1925044573186705,0.3723347937402713,2,0
2,9,0.8713191016348344,-1.1207704217063212,-0.9982928755315592,0.21735052462320698,2.7564376210392236,2,2
7,1,1.9201557138169092,-1.1651469651387851,-0.936397333110333,-1.3150342267553794,0.3723347937402713,2,1
8,4,1.0326785804320766,0.03583726585090751,0.23980043451112792,1.1925044573186705,0.3723347937402713,2,0
5,3,0.06452170764862318,0.04499433036871767,0.055582623273658475,-0.7578034080722571,0.3723347937402713,2,0
14,7,0.54860014404035,0.4950992708979925,0.6101519039767742,0.9138890479771096,-1.2170670911256969,2,1
13,9,-0.09683777114861906,-0.8770516276169175,-0.8664187410045012,0.7745813433063289,2.7564376210392236,1,1
6,5,-1.5490730803237993,1.0719943355200205,0.6036882011533622,-1.0364188174138182,-0.4223661486927127,2,1
